,v,w,t
112108,116,176,1385984700
112109,116,176,1385984720
112110,116,176,1385984740
112111,116,176,1385984760
112112,116,176,1385984780
112113,116,176,1385984800
112114,116,176,1385984860
112115,116,179,1385984880
112116,116,179,1385984940
112117,116,176,1385984980
112118,116,179,1385984980
112119,116,176,1385985000
112120,116,179,1385985000
112121,116,176,1385985020
112122,116,179,1385985020
112123,116,179,1385985040
112124,116,179,1385985060
112125,116,176,1385985080
112126,116,179,1385985080
112127,116,176,1385985100
112128,116,176,1385985120
112129,116,176,1385985140
112130,116,176,1385985160
112131,116,176,1385985180
112132,116,176,1385985200
112133,116,176,1385985220
112134,116,176,1385985240
112135,116,176,1385985260
112136,116,176,1385985280
112137,116,179,1385985280
112138,116,176,1385985300
112139,116,179,1385985300
112140,116,176,1385985320
112141,116,179,1385985320
112142,116,176,1385985340
112143,116,179,1385985360
112144,116,176,1385985380
112145,116,179,1385985380
112146,116,176,1385985400
112147,116,179,1385985400
112148,116,176,1385985420
112149,116,176,1385985440
112150,116,176,1385985460
112151,116,176,1385985480
112152,116,176,1385985500
112153,116,179,1385985640
112553,117,203,1385984420
112554,117,136,1385984440
112555,117,136,1385984460
112556,117,136,1385984480
112557,117,203,1385984480
112558,117,203,1385984500
112559,117,203,1385984520
112560,117,301,1385984520
112561,117,203,1385984560
112562,117,203,1385984580
112563,117,203,1385984600
112564,117,203,1385984660
112565,117,203,1385984680
112566,117,203,1385984700
112567,117,203,1385984760
112568,117,203,1385984780
112569,117,203,1385984800
112570,117,203,1385984960
112571,117,203,1385984980
112572,117,203,1385985000
112573,117,203,1385985020
112574,117,203,1385985040
112575,117,203,1385985060
112576,117,203,1385985080
112882,118,154,1385982020
112883,118,154,1385982080
112884,118,154,1385982100
112885,118,154,1385982140
112886,118,154,1385982160
112887,118,154,1385982180
112888,118,154,1385982200
112889,118,154,1385982520
112890,118,154,1385982540
112891,118,154,1385982720
112892,118,134,1385982760
112893,118,236,1385982780
112894,118,322,1385983060
112895,118,236,1385983060
112896,118,236,1385983080
112897,118,236,1385983100
112898,118,130,1385983120
112899,118,164,1385983140
112900,118,130,1385983140
112901,118,236,1385983160
112902,118,154,1385983180
112903,118,236,1385983180
112904,118,154,1385983200
112905,118,236,1385983220
112906,118,154,1385984500
112907,118,154,1385985600
112908,118,154,1385985640
113382,119,123,1385982960
113383,119,123,1385982980
113472,120,162,1385982560
113473,120,194,1385982600
113474,120,194,1385982660
113475,120,194,1385982680
113476,120,162,1385982680
113477,120,194,1385982720
113478,120,162,1385982720
113479,120,194,1385982780
113480,120,194,1385982800
113481,120,194,1385982820
113482,120,194,1385982840
113483,120,194,1385982860
113484,120,194,1385982880
113485,120,194,1385982900
113486,120,194,1385982920
113487,120,194,1385982940
113488,120,222,1385982940
113489,120,194,1385982960
113490,120,222,1385982960
113491,120,194,1385982980
113492,120,194,1385983000
113493,120,194,1385983020
113494,120,162,1385983020
113495,120,194,1385983040
113496,120,162,1385983040
113497,120,194,1385983060
113498,120,162,1385983060
113499,120,194,1385983080
113500,120,194,1385983100
113501,120,194,1385983120
113502,120,194,1385983180
113503,120,194,1385983200
113504,120,194,1385983220
113505,120,222,1385983220
113506,120,194,1385983240
113507,120,222,1385983240
113508,120,222,1385983300
113509,120,162,1385983400
113510,120,162,1385983420
113511,120,162,1385983440
113512,120,194,1385983460
113513,120,162,1385983500
113514,120,162,1385983520
113515,120,162,1385983560
113516,120,194,1385983580
113517,120,162,1385983580
113518,120,194,1385983600
113519,120,162,1385983600
113520,120,162,1385983620
113521,120,194,1385983640
113522,120,162,1385983640
113523,120,194,1385983660
113524,120,162,1385983660
113525,120,194,1385983680
113526,120,162,1385983680
113527,120,194,1385983720
113528,120,162,1385983720
113529,120,194,1385983740
113530,120,162,1385983740
113531,120,194,1385983760
113532,120,162,1385983760
113533,120,194,1385983780
113534,120,162,1385983780
113535,120,194,1385983800
113536,120,194,1385983820
113537,120,162,1385983820
113538,120,194,1385983840
113539,120,162,1385983840
113540,120,194,1385983860
113541,120,162,1385983860
113542,120,194,1385983920
113543,120,194,1385983940
113544,120,162,1385983940
113545,120,194,1385983960
113546,120,194,1385983980
113547,120,162,1385983980
113548,120,194,1385984000
113549,120,162,1385984000
113550,120,162,1385984020
113551,120,162,1385984040
113552,120,162,1385984060
113553,120,162,1385984080
113554,120,162,1385984100
113555,120,162,1385984120
113556,120,194,1385984380
113557,120,194,1385984400
113558,120,162,1385984400
113559,120,162,1385984420
113560,120,162,1385984440
113561,120,162,1385984460
113562,120,162,1385984480
113563,120,162,1385984500
113564,120,162,1385984520
113565,120,194,1385984560
113566,120,162,1385984560
113567,120,162,1385984580
113568,120,194,1385984580
113569,120,162,1385984620
113570,120,162,1385984640
113571,120,162,1385984660
113572,120,162,1385984680
113573,120,162,1385984700
113574,120,194,1385985080
113575,120,194,1385985120
113576,120,162,1385985120
113577,120,162,1385985140
113578,120,194,1385985180
113579,120,162,1385985180
113580,120,194,1385985200
113581,120,162,1385985200
113582,120,194,1385985220
113583,120,162,1385985220
113584,120,162,1385985240
113585,120,162,1385985540
113586,120,162,1385985600
113587,120,162,1385985620
114045,121,204,1385982420
114046,121,204,1385982700
114047,121,266,1385982760
114048,121,204,1385982940
114049,121,204,1385983060
114050,121,204,1385983080
114051,121,204,1385983100
114052,121,230,1385983120
114053,121,204,1385983120
114054,121,230,1385983140
114055,121,204,1385983140
114056,121,204,1385983160
114057,121,204,1385983180
114058,121,204,1385983260
114059,121,204,1385983320
114060,121,204,1385983340
114061,121,204,1385983360
114062,121,204,1385983380
114063,121,204,1385983400
114064,121,204,1385983420
114065,121,204,1385983440
114066,121,204,1385983460
114067,121,204,1385983480
114068,121,204,1385983500
114069,121,204,1385983520
114070,121,204,1385983540
114071,121,204,1385983560
114072,121,204,1385983580
114073,121,204,1385983600
114074,121,204,1385983620
114075,121,204,1385983640
114076,121,204,1385983660
114077,121,204,1385983680
114078,121,204,1385983700
114079,121,204,1385983720
114080,121,204,1385983740
114081,121,204,1385983760
114082,121,204,1385983780
114083,121,204,1385983800
114084,121,204,1385983820
114085,121,204,1385983840
114086,121,204,1385983860
114087,121,204,1385983880
114088,121,204,1385983900
114089,121,204,1385983940
114090,121,204,1385983960
114091,121,204,1385983980
114092,121,204,1385984000
114093,121,204,1385984020
114094,121,204,1385984040
114095,121,204,1385984060
114096,121,204,1385984080
114097,121,204,1385984100
114098,121,204,1385984120
114099,121,204,1385984160
114100,121,204,1385984180
114101,121,204,1385984200
114102,121,204,1385984220
114103,121,204,1385984240
114104,121,204,1385984260
114105,121,204,1385984280
114106,121,204,1385984300
114107,121,204,1385984320
114108,121,204,1385984340
114109,121,204,1385984360
114110,121,204,1385984380
114111,121,204,1385984400
114112,121,204,1385984420
114113,121,204,1385984440
114114,121,204,1385984460
114115,121,204,1385984480
114116,121,204,1385984500
114117,121,204,1385984520
114118,121,204,1385984540
114119,121,204,1385984560
114120,121,204,1385984580
114121,121,204,1385984600
114122,121,204,1385984620
114123,121,204,1385984640
114124,121,204,1385984660
114125,121,204,1385984740
114126,121,204,1385984760
114127,121,204,1385984780
114128,121,204,1385984860
114129,121,204,1385984880
114130,121,204,1385984900
114131,121,204,1385984920
114132,121,204,1385984960
114133,121,204,1385984980
114134,121,204,1385985000
114135,121,204,1385985020
114136,121,204,1385985060
114137,121,204,1385985080
114138,121,204,1385985100
114139,121,204,1385985120
114140,121,204,1385985140
114141,121,204,1385985160
114142,121,204,1385985180
114143,121,204,1385985200
114144,121,204,1385985220
114145,121,204,1385985240
114146,121,204,1385985260
114147,121,204,1385985300
114148,121,204,1385985320
114149,121,204,1385985340
114150,121,204,1385985360
114151,121,204,1385985380
114152,121,204,1385985420
114153,121,204,1385985440
114154,121,204,1385985460
114155,121,204,1385985480
114156,121,204,1385985520
114157,121,204,1385985540
114158,121,204,1385985560
114159,121,204,1385985580
114160,121,204,1385985620
114161,121,204,1385985640
116552,122,239,1385982460
116553,122,160,1385982460
117209,123,270,1385982880
117210,123,248,1385982940
117211,123,283,1385983000
117212,123,271,1385983060
117213,123,146,1385983200
117214,123,146,1385983220
117215,123,293,1385983240
117216,123,282,1385983620
117217,123,283,1385985480
117218,123,273,1385985620
117580,124,143,1385982700
117581,124,154,1385982720
117582,124,193,1385982780
117583,124,134,1385982780
117584,124,149,1385982800
117585,124,134,1385982800
117586,124,193,1385982820
117587,124,134,1385982820
117588,124,149,1385982820
117589,124,134,1385982840
117590,124,149,1385982840
117591,124,193,1385982860
117592,124,134,1385982860
117593,124,130,1385982880
117594,124,134,1385982900
117595,124,149,1385982920
117596,124,154,1385982920
117597,124,154,1385982940
117598,124,149,1385982940
117599,124,149,1385982960
117600,124,154,1385982960
117601,124,134,1385982980
117602,124,149,1385982980
117603,124,154,1385982980
117604,124,193,1385983000
117605,124,134,1385983000
117606,124,154,1385983000
117607,124,154,1385983020
117608,124,134,1385983040
117609,124,154,1385983040
117610,124,154,1385983060
117611,124,134,1385983060
117612,124,134,1385983080
117613,124,154,1385983080
117614,124,154,1385983100
117615,124,149,1385983120
118678,125,207,1385982780
118679,125,207,1385982820
118680,125,238,1385983020
118681,125,238,1385983040
118682,125,238,1385983120
118683,125,238,1385983140
118684,125,238,1385983180
118685,125,238,1385983200
119559,126,237,1385982820
119560,126,237,1385982840
119561,126,237,1385982860
119562,126,237,1385982900
119563,126,237,1385982920
119564,126,237,1385983160
119565,126,274,1385983260
120618,127,265,1385982060
120619,127,265,1385982080
120620,127,265,1385982100
120621,127,265,1385982120
120622,127,265,1385982140
120623,127,265,1385982160
120624,127,265,1385982180
120625,127,265,1385982220
120626,127,265,1385982240
120627,127,265,1385982260
120628,127,265,1385982280
120629,127,265,1385982300
120630,127,265,1385982320
120631,127,265,1385982340
120632,127,265,1385982440
120633,127,265,1385982460
120634,127,265,1385982480
120635,127,265,1385982500
120636,127,265,1385982540
120637,127,265,1385982560
120638,127,265,1385982580
120639,127,265,1385982600
120640,127,265,1385982620
120641,127,265,1385982640
120642,127,265,1385982660
120643,127,265,1385982680
120644,127,265,1385982700
120645,127,265,1385982820
120646,127,265,1385982840
120647,127,265,1385982880
120648,127,265,1385982940
120649,127,265,1385983020
120650,127,265,1385983040
120651,127,265,1385983060
120652,127,265,1385983080
120653,127,265,1385983100
120654,127,265,1385983120
120655,127,265,1385983180
120656,127,265,1385983200
120657,127,265,1385983240
120658,127,265,1385983280
120659,127,265,1385983300
120660,127,265,1385983320
120661,127,265,1385983340
120662,127,265,1385983360
120663,127,265,1385983380
120664,127,265,1385983500
120665,127,265,1385983600
120666,127,265,1385983620
120667,127,265,1385983720
120668,127,265,1385983840
120669,127,265,1385983980
120670,127,265,1385984000
120671,127,265,1385984100
120672,127,265,1385984140
120673,127,265,1385984300
120674,127,265,1385984420
120675,127,265,1385984440
120676,127,265,1385984480
120677,127,265,1385984500
120678,127,265,1385984520
120679,127,265,1385984540
120680,127,265,1385984580
120681,127,265,1385984620
120682,127,265,1385984640
120683,127,265,1385984660
120684,127,265,1385984680
120685,127,265,1385984700
120686,127,265,1385984720
120687,127,265,1385984740
120688,127,265,1385984760
120689,127,265,1385984780
120690,127,265,1385984800
120691,127,265,1385984820
120692,127,265,1385984840
120693,127,265,1385984860
120694,127,265,1385984880
120695,127,265,1385984900
120696,127,265,1385984920
120697,127,265,1385984960
120698,127,265,1385984980
120699,127,265,1385985000
120700,127,265,1385985020
120701,127,265,1385985040
120702,127,265,1385985080
120703,127,265,1385985120
120704,127,265,1385985180
120705,127,265,1385985220
120706,127,265,1385985240
120707,127,265,1385985260
120708,127,265,1385985280
120709,127,265,1385985300
120710,127,265,1385985320
120711,127,265,1385985340
120712,127,265,1385985360
120713,127,265,1385985400
120714,127,265,1385985440
120715,127,265,1385985460
120716,127,265,1385985480
120717,127,265,1385985500
120718,127,265,1385985520
120719,127,265,1385985540
120720,127,265,1385985560
120721,127,265,1385985580
120722,127,265,1385985600
120723,127,265,1385985620
120724,127,265,1385985640
123059,128,259,1385982800
123060,128,259,1385982820
123061,128,265,1385983000
123550,129,135,1385982080
123551,129,135,1385982140
123552,129,135,1385982160
123553,129,135,1385982180
123554,129,132,1385982300
123555,129,135,1385982300
123556,129,132,1385982320
123557,129,135,1385982320
123558,129,135,1385982340
123559,129,135,1385982360
124454,130,265,1385982060
124455,130,185,1385982340
124456,130,185,1385982360
124457,130,185,1385982380
124458,130,185,1385982420
124459,130,185,1385982520
124460,130,185,1385982540
124461,130,185,1385982560
124462,130,185,1385982580
124463,130,185,1385982600
124464,130,185,1385982740
124465,130,143,1385982960
124466,130,143,1385983020
124467,130,143,1385983040
124468,130,185,1385983040
124469,130,185,1385983060
124470,130,185,1385983080
124471,130,185,1385983100
124472,130,149,1385983120
124473,130,236,1385983140
124474,130,164,1385983160
124475,130,185,1385983180
124476,130,185,1385983220
125114,131,253,1385983000
125115,131,253,1385983020
125317,132,135,1385982020
125318,132,135,1385982300
125319,132,261,1385982320
125320,132,261,1385983300
125321,132,180,1385983860
125322,132,200,1385984100
125323,132,180,1385985320
125324,132,261,1385985600
125325,132,180,1385985620
125326,132,261,1385985620
125469,133,152,1385982620
126467,134,230,1385982660
126468,134,265,1385982720
126469,134,170,1385982720
126470,134,193,1385982780
126471,134,149,1385982800
126472,134,193,1385982800
126473,134,193,1385982820
126474,134,149,1385982820
126475,134,193,1385982840
126476,134,149,1385982840
126477,134,193,1385982860
126478,134,149,1385982860
126479,134,149,1385982880
126480,134,193,1385982900
126481,134,149,1385982900
126482,134,149,1385982920
126483,134,193,1385982920
126484,134,154,1385982940
126485,134,149,1385982940
126486,134,149,1385982960
126487,134,185,1385982960
126488,134,154,1385982960
126489,134,185,1385982980
126490,134,154,1385982980
126491,134,149,1385982980
126492,134,149,1385983000
126493,134,193,1385983000
126494,134,154,1385983020
126495,134,154,1385983040
126496,134,154,1385983060
126497,134,154,1385983080
126498,134,149,1385983080
126499,134,154,1385983100
126500,134,149,1385983120
126501,134,154,1385983120
126502,134,149,1385983140
126503,134,230,1385984060
126831,135,147,1385982200
126832,135,147,1385982220
126833,135,147,1385982240
126834,135,147,1385982260
126835,135,241,1385982380
126883,136,213,1385982020
126884,136,213,1385982060
126885,136,213,1385982080
126886,136,213,1385982100
126887,136,213,1385982120
126888,136,187,1385982140
126889,136,213,1385982140
126890,136,187,1385982160
126891,136,213,1385982160
126892,136,213,1385982180
126893,136,187,1385982240
126894,136,213,1385982240
126895,136,213,1385982300
126896,136,213,1385982320
126897,136,213,1385982340
126898,136,213,1385982380
126899,136,213,1385982400
126900,136,213,1385982420
126901,136,213,1385982440
126902,136,213,1385982460
126903,136,213,1385982480
126904,136,213,1385982500
126905,136,213,1385982540
126906,136,145,1385982600
126907,136,145,1385982620
126908,136,213,1385984720
126909,136,213,1385984740
126910,136,166,1385984780
126911,136,166,1385984800
126912,136,220,1385984820
126913,136,213,1385985020
126914,136,166,1385985040
126915,136,187,1385985100
128233,138,228,1385982640
128234,138,228,1385982660
128235,138,199,1385982680
128236,138,228,1385982680
128237,138,203,1385982680
128238,138,203,1385982700
128239,138,199,1385982700
128240,138,221,1385982720
128241,138,221,1385982740
128242,138,221,1385982760
128243,138,306,1385982760
128244,138,306,1385982780
128245,138,306,1385982800
128246,138,306,1385982820
128247,138,306,1385982840
128248,138,292,1385982960
128249,138,221,1385983000
128250,138,221,1385983020
128251,138,221,1385983040
128252,138,221,1385983060
128253,138,221,1385983080
128254,138,221,1385983100
128255,138,221,1385983120
128256,138,221,1385983140
128257,138,221,1385983160
129313,140,276,1385982200
129314,140,276,1385982260
129315,140,276,1385982460
129316,140,276,1385982600
129317,140,276,1385982620
129318,140,276,1385982660
129319,140,276,1385982700
129320,140,276,1385982760
129321,140,276,1385982780
129322,140,276,1385982800
129323,140,276,1385982820
129324,140,276,1385982840
129325,140,276,1385982860
129326,140,274,1385982860
129327,140,233,1385982880
129328,140,274,1385982880
129329,140,233,1385982920
129330,140,276,1385982960
129331,140,276,1385983040
130056,141,240,1385982580
130057,141,269,1385982620
130058,141,269,1385982640
130059,141,269,1385982660
130060,141,188,1385983380
130061,141,188,1385983800
130062,141,188,1385983820
130063,141,188,1385983940
130064,141,188,1385984440
130065,141,188,1385984460
130066,141,188,1385984560
130067,141,188,1385984680
130068,141,188,1385985620
130332,142,212,1385982020
130333,142,212,1385982060
130334,142,155,1385982080
130335,142,212,1385982080
130336,142,212,1385982340
130337,142,155,1385982420
130338,142,155,1385982440
130339,142,155,1385982460
130340,142,155,1385982500
130341,142,155,1385982560
130342,142,212,1385982560
130343,142,155,1385982600
130344,142,212,1385982680
130345,142,212,1385983000
130346,142,249,1385985080
131033,143,266,1385982760
131034,143,185,1385983040
131035,143,164,1385983160
131036,143,230,1385983420
131037,143,230,1385983460
131408,144,239,1385985200
131409,144,239,1385985220
131791,145,214,1385982540
131792,145,186,1385982620
132553,148,212,1385983400
132554,148,289,1385983700
132955,149,193,1385982840
132956,149,193,1385982860
132957,149,193,1385982880
132958,149,154,1385982920
132959,149,193,1385982940
132960,149,154,1385982940
132961,149,193,1385982980
132962,149,154,1385983000
132963,149,154,1385983460
132964,149,230,1385983820
132965,149,154,1385983820
132966,149,230,1385983840
132967,149,154,1385983840
132968,149,154,1385983860
132969,149,154,1385983880
132970,149,154,1385983940
132971,149,154,1385984020
132972,149,154,1385984140
132973,149,154,1385984560
132974,149,154,1385984580
132975,149,154,1385984600
132976,149,154,1385984620
132977,149,154,1385984640
132978,149,154,1385984820
132979,149,154,1385984840
132980,149,154,1385984860
132981,149,154,1385984880
132982,149,154,1385984900
132983,149,154,1385984920
132984,149,154,1385984940
132985,149,154,1385984960
132986,149,154,1385984980
132987,149,154,1385985040
132988,149,154,1385985360
132989,149,154,1385985500
132990,149,154,1385985520
132991,149,154,1385985540
132992,149,154,1385985600
132993,149,154,1385985640
134249,152,187,1385984320
134250,152,186,1385984420
134251,152,187,1385984460
134252,152,187,1385984480
134253,152,187,1385984500
134254,152,187,1385984520
134255,152,187,1385984540
134256,152,187,1385984560
134257,152,187,1385984580
134258,152,187,1385984600
134259,152,187,1385984880
134260,152,187,1385984900
134261,152,187,1385984920
134326,153,316,1385983360
134520,154,193,1385983000
134521,154,265,1385983120
134522,154,265,1385983140
134760,155,212,1385982020
134761,155,212,1385982040
134762,155,212,1385982060
134763,155,212,1385982080
134764,155,212,1385982100
134765,155,212,1385982120
134766,155,212,1385982140
134767,155,212,1385982160
134768,155,212,1385982180
134769,155,212,1385982200
134770,155,212,1385982220
134771,155,212,1385982240
134772,155,212,1385982260
134773,155,212,1385982280
134774,155,212,1385982300
134775,155,212,1385982320
134776,155,212,1385982340
134777,155,212,1385982360
134778,155,212,1385982380
134779,155,212,1385982400
134780,155,212,1385982420
134781,155,212,1385982440
134782,155,212,1385982460
134783,155,212,1385982480
134784,155,212,1385982500
134785,155,212,1385982520
134786,155,212,1385982540
134787,155,212,1385982560
134788,155,212,1385982580
134789,155,212,1385982600
134790,155,212,1385982620
134791,155,212,1385982640
134792,155,212,1385982660
134793,155,212,1385982680
134794,155,212,1385982700
134795,155,212,1385982720
134796,155,212,1385982740
134797,155,212,1385982760
134798,155,212,1385982780
134799,155,218,1385982860
134800,155,256,1385982860
134801,155,288,1385982880
134802,155,218,1385982900
134803,155,288,1385982900
134804,155,256,1385982900
134805,155,205,1385983000
134806,155,205,1385983060
134807,155,205,1385983080
135199,157,321,1385982920
135200,157,321,1385982940
135201,157,321,1385982960
135509,159,239,1385985560
135730,160,172,1385982440
135731,160,172,1385982460
136035,162,194,1385982840
136036,162,194,1385983220
136037,162,194,1385983240
136038,162,194,1385983660
136039,162,194,1385983680
136040,162,194,1385984100
136041,162,194,1385984120
136042,162,194,1385985060
136043,162,194,1385985080
136044,162,194,1385985200
136108,163,214,1385982020
136109,163,214,1385982040
136110,163,214,1385982060
136111,163,214,1385982080
136112,163,214,1385982100
136113,163,214,1385982120
136114,163,214,1385982140
136115,163,214,1385982160
136116,163,214,1385982180
136117,163,214,1385982460
136118,163,188,1385982660
136119,163,188,1385982680
136120,163,214,1385984820
136121,163,214,1385984840
136122,163,214,1385984860
136123,163,214,1385984880
136124,163,214,1385984900
136125,163,258,1385984900
136126,163,214,1385984920
136127,163,262,1385984920
136128,163,214,1385984940
136129,163,262,1385984940
136130,163,214,1385985100
136131,163,214,1385985200
136132,163,214,1385985260
136133,163,214,1385985280
136134,163,214,1385985300
136135,163,214,1385985440
136136,163,214,1385985520
136137,163,214,1385985540
136448,164,204,1385982720
136449,164,265,1385983020
136481,165,255,1385982940
136482,165,255,1385982960
136483,165,255,1385982980
136484,165,255,1385983000
137448,166,252,1385982280
137449,166,252,1385982360
137450,166,252,1385982380
137451,166,252,1385982400
137452,166,252,1385982420
137453,166,252,1385982440
137454,166,252,1385982460
137455,166,252,1385982480
137456,166,228,1385982600
137457,166,228,1385982620
137458,166,228,1385982640
137459,166,252,1385985220
137460,166,252,1385985240
137461,166,252,1385985260
137462,166,252,1385985280
137463,166,252,1385985300
137464,166,252,1385985340
137465,166,252,1385985360
137466,166,252,1385985400
137467,166,252,1385985520
137468,166,252,1385985540
137469,166,252,1385985560
137554,168,224,1385982900
137555,168,224,1385982920
137556,168,224,1385982940
137557,168,224,1385982960
137558,168,224,1385983000
137559,168,224,1385983020
137560,168,224,1385983040
137561,168,224,1385983060
137562,168,224,1385983080
137563,168,224,1385983100
137564,168,224,1385983120
137565,168,224,1385983140
137566,168,284,1385983140
137567,168,224,1385983160
137568,168,284,1385983160
138283,169,190,1385985460
138284,169,190,1385985480
138512,170,230,1385983160
138567,172,239,1385982400
138568,172,239,1385982420
138569,172,239,1385982440
138570,172,246,1385984720
138571,172,239,1385984740
138572,172,239,1385984760
138573,172,246,1385984760
138574,172,239,1385984780
138575,172,239,1385984800
138576,172,239,1385984820
138577,172,239,1385985080
138578,172,239,1385985100
138579,172,239,1385985120
138580,172,239,1385985160
138581,172,239,1385985180
138582,172,239,1385985200
138583,172,239,1385985220
138584,172,239,1385985240
138585,172,246,1385985240
138586,172,239,1385985260
138587,172,239,1385985280
138588,172,246,1385985280
138589,172,239,1385985300
138590,172,246,1385985300
138591,172,181,1385985560
138592,172,181,1385985580
138593,172,246,1385985620
138957,174,191,1385982220
138958,174,191,1385982300
139039,175,288,1385982020
139040,175,288,1385982040
139041,175,288,1385982060
139042,175,288,1385982080
139043,175,288,1385982100
139044,175,288,1385982120
139045,175,288,1385982140
139046,175,288,1385982160
139047,175,288,1385982180
139048,175,288,1385982200
139049,175,288,1385982220
139050,175,288,1385982240
139051,175,288,1385982260
139052,175,288,1385982280
139053,175,288,1385982300
139054,175,288,1385982320
139055,175,288,1385982340
139056,175,288,1385982360
139057,175,288,1385982380
139058,175,288,1385982400
139059,175,288,1385982420
139060,175,288,1385982440
139061,175,288,1385982460
139062,175,288,1385982480
139063,175,288,1385982500
139064,175,288,1385982520
139065,175,288,1385982540
139066,175,288,1385982560
139067,175,288,1385982580
139068,175,288,1385982600
139069,175,288,1385982620
139070,175,288,1385982640
139071,175,288,1385982660
139072,175,288,1385982680
139073,175,288,1385982700
139074,175,288,1385982720
139075,175,288,1385982740
139076,175,288,1385982760
139077,175,288,1385982780
139078,175,288,1385982800
139079,175,288,1385982820
139080,175,288,1385982840
139081,175,200,1385983020
139082,175,200,1385983080
139083,175,200,1385983100
139084,175,200,1385983120
139085,175,200,1385983140
139086,175,200,1385983160
139087,175,200,1385983180
139088,175,200,1385983200
139089,175,200,1385983220
139090,175,200,1385983240
139091,175,200,1385983260
139092,175,200,1385983280
139093,175,200,1385983300
139094,175,200,1385983320
139095,175,200,1385983340
139096,175,200,1385983360
139097,175,200,1385983380
139098,175,200,1385983440
139099,175,200,1385983460
139100,175,200,1385983480
139101,175,200,1385983500
139102,175,200,1385983520
139103,175,200,1385983540
139104,175,200,1385983620
139105,175,200,1385983640
139106,175,200,1385983660
139107,175,200,1385983680
139108,175,200,1385983700
139109,175,200,1385983720
139110,175,200,1385983740
139111,175,200,1385983780
139112,175,200,1385983800
139113,175,231,1385983860
139114,175,231,1385983880
139115,175,231,1385983940
139116,175,231,1385983960
139117,175,231,1385984160
139118,175,289,1385984180
139119,175,289,1385984200
139120,175,289,1385984240
139121,175,231,1385984540
139122,175,231,1385984560
139123,175,231,1385984580
139124,175,231,1385984600
139125,175,231,1385984620
139126,175,231,1385984640
139127,175,231,1385984680
139128,175,231,1385984700
139129,175,231,1385984760
139130,175,288,1385984780
139131,175,231,1385984900
139132,175,288,1385985080
139133,175,288,1385985480
139134,175,288,1385985500
139135,175,190,1385985520
139860,176,179,1385984000
139861,176,179,1385984020
139862,176,179,1385984040
139863,176,179,1385984100
139864,176,179,1385984120
139865,176,179,1385984140
139866,176,179,1385984420
139867,176,179,1385984440
139868,176,179,1385984500
139869,176,179,1385984880
139870,176,179,1385984960
139871,176,179,1385984980
139872,176,179,1385985020
140796,180,200,1385982320
141007,183,212,1385983620
141008,183,212,1385983640
141009,183,222,1385984700
141010,183,222,1385984720
141137,184,226,1385982320
141138,184,226,1385982400
141139,184,226,1385982420
141140,184,226,1385982440
141456,185,265,1385983200
141573,186,187,1385984500
141574,186,187,1385984520
141575,186,187,1385984540
141576,186,187,1385984560
141577,186,187,1385984580
141578,186,187,1385984860
141601,187,213,1385982120
141602,187,213,1385982140
141603,187,213,1385982160
141604,187,213,1385982180
141605,187,213,1385982200
141606,187,213,1385982220
141607,187,213,1385982400
141608,187,213,1385982440
141609,187,213,1385982460
141610,187,213,1385982500
141611,187,213,1385982520
141612,187,213,1385982540
141613,187,213,1385982560
141614,187,306,1385984860
141615,187,220,1385985120
141616,187,213,1385985140
141617,187,220,1385985140
141618,187,213,1385985160
141619,187,220,1385985160
141620,187,213,1385985180
141621,187,220,1385985180
141622,187,213,1385985200
141623,187,220,1385985200
141624,187,227,1385985220
141625,187,213,1385985220
141626,187,220,1385985220
141627,187,213,1385985240
141628,187,220,1385985240
141629,187,220,1385985260
141630,187,220,1385985280
141631,187,220,1385985300
141632,187,220,1385985320
141633,187,213,1385985340
141634,187,220,1385985340
141635,187,220,1385985360
141636,187,227,1385985380
141637,187,220,1385985380
141638,187,220,1385985400
141639,187,220,1385985420
141640,187,220,1385985440
141641,187,220,1385985460
141642,187,227,1385985480
141643,187,220,1385985480
141644,187,213,1385985500
141645,187,220,1385985500
141646,187,213,1385985520
141647,187,220,1385985520
141648,187,220,1385985540
141649,187,213,1385985560
141650,187,220,1385985560
141651,187,220,1385985580
141652,187,220,1385985600
141653,187,213,1385985620
141654,187,220,1385985620
141655,187,213,1385985640
141656,187,220,1385985640
145216,188,196,1385982460
145217,188,200,1385982600
145218,188,214,1385983260
145219,188,215,1385983260
145888,194,217,1385982280
146407,196,198,1385982020
146408,196,198,1385982040
146409,196,198,1385982140
146410,196,211,1385982140
146411,196,198,1385982200
146412,196,235,1385982200
146413,196,198,1385982220
146414,196,211,1385982220
146415,196,227,1385982220
146416,196,198,1385982240
146417,196,227,1385982240
146418,196,225,1385982260
146419,196,198,1385982260
146420,196,225,1385982300
146421,196,227,1385982300
146422,196,198,1385982300
146423,196,198,1385982360
146424,196,198,1385982460
146425,196,198,1385982520
147265,197,198,1385982520
147266,197,221,1385982540
147310,198,211,1385982040
147311,198,211,1385982060
147312,198,227,1385982100
147313,198,211,1385982140
147314,198,211,1385982160
147315,198,235,1385982200
147316,198,227,1385982240
147317,198,211,1385982240
147318,198,211,1385982260
147319,198,211,1385982300
147320,198,235,1385982340
147321,198,227,1385982400
147322,198,211,1385982400
147323,198,227,1385982440
147324,198,227,1385982460
147325,198,199,1385982640
147357,199,203,1385982040
147358,199,203,1385982460
147359,199,203,1385982620
147360,199,203,1385982660
147361,199,203,1385982680
147362,199,315,1385985560
147363,199,315,1385985580
147800,200,241,1385982380
